Reference,PPI,PPCT,PPCT2,ANCOVA,Naive (ML only),lambda,rho,pred_bias
1.7767869951931536,1.872255720487525,1.8618182634244036,1.8618680612887912,1.8617743049415894,-13.22488785209215,0.8906714525522614,0.39122674612260944,14.984236736545315
1.5750842681106652,1.9086026528647777,1.8724690700725495,1.8699508052299227,1.8758796989914286,-13.653482193190769,0.8916593973706507,0.32249461993683703,15.535453940542212
1.8958132946695145,1.9720733972303652,1.9688457666937251,1.9687985825220868,1.968777535492455,-12.919530975431444,0.9576760268049047,0.4142261682461926,14.855065696367841
1.5579889051159033,1.676872178497941,1.6510239055244906,1.650970217715874,1.6510916054203162,-13.093158623687007,0.7825743501326242,0.34850748807342447,14.921035816920757
1.8389663645995598,1.9972524430398138,2.0007302964129483,2.0021349468768577,2.000718893748195,-13.164354127968588,1.0219719472957167,0.4224767081477737,15.0433055263704
1.9132916944406542,1.8325630544581655,1.8262910414999451,1.8242014183307351,1.8262562948765928,-12.861636710686081,1.0776925383554157,0.4673160773745957,14.852122929184548
1.9480065516206535,2.002083756519382,1.9983443918311556,1.998372923196276,1.9982654309830603,-12.682901265802503,0.9308513689783156,0.42596671746407455,14.749110229974935
2.145522268814778,1.9235700309252317,1.9831079614216902,1.9819368438497698,1.9834755797972794,-12.981785812736133,0.7317534120737839,0.43575458974970255,14.810151316470014
2.2863079028231157,2.154859090996714,2.162579730023822,2.1638083964187507,2.1617452928732774,-12.703842021556564,0.941265052762098,0.44980983331547814,14.957668564516498
1.6414875950039443,1.6721938986720815,1.6682814703494,1.6682600126787286,1.6681332018070028,-13.513521698782437,0.8725855001967573,0.40816913265436816,15.290347953236092
2.144264672029692,2.190983326398781,2.1904539793368025,2.190542365749775,2.1904981325510504,-12.777816102479342,0.9886694711325512,0.401165477154915,14.650297967286278
1.9954561457809423,1.9494631388368855,1.9507446026156086,1.9508162016525104,1.9508451477716209,-12.81161800574806,0.9721378560814278,0.46989904405698146,14.681698808648331
1.941873599359056,1.8133866612894862,1.8569367524488212,1.8579256526032284,1.8575296855165004,-12.910348300964477,0.6610543311744742,0.35983019237676733,14.889044077722406
2.34944681829752,2.2342996569072344,2.234231934274714,2.23109687179823,2.234144120752372,-13.021521819441642,1.000588139835171,0.4498306787610844,15.116505224249009
1.7159924338729586,1.7305171220916296,1.7314445027770935,1.7314673006328525,1.7313839350650375,-13.293592716085973,1.0638485777802567,0.4061562556821344,15.078375924638244
1.5542757876558941,1.6478029060579038,1.6248822458947303,1.6247260025736003,1.6256887850405242,-13.150384711926561,0.7549303287132885,0.40699729974595844,14.952266051669547
2.339026984813045,2.303049487793177,2.3031165067372754,2.3031335547791967,2.303255438358637,-12.9668009750174,0.9981371982586417,0.4755563969172217,15.223705321678244
2.2479189578202496,2.078448673528111,2.1152510145049637,2.115440409507336,2.1149982229078184,-13.015583083792892,0.7828389730354604,0.4388612981779508,15.210682749464985
